title,price,surface,postal_code,city,source,scraped_at,quartier_anonymise,date_anonymisation
Loft rénové à Jacobins,190529,91,72000,Le Mans,csv_import,2025-09-16T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T1 moderne à Centre,96847,27,35000,Rennes,insee,2025-10-15T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
Appartement rénové à Riquier,195933,36,06000,Nice,csv_import,2025-08-31T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
Villa calme à Riquier,485199,97,06000,Nice,csv_import,2025-07-03T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Maison rénové à Valdegour,377141,143,30000,Nîmes,csv_import,2025-10-29T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
Maison calme à Fourvière,555874,121,69001,Lyon,leboncoin,2025-07-01T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
Appartement lumineux à Cleunay,236639,82,35000,Rennes,leboncoin,2025-11-30T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
T3 bien situé à Vieux-Nice,300417,61,06000,Nice,leboncoin,2025-06-07T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
T4 moderne à Cleunay,339631,90,35000,Rennes,leboncoin,2025-08-25T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Studio bien situé à Orangerie,52206,19,67000,Strasbourg,json_import,2025-11-10T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
T4 lumineux à Garrigues,224841,77,30000,Nîmes,seloger,2025-06-08T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
Studio rénové à Krutenau,113817,35,67000,Strasbourg,json_import,2025-06-25T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
T2 bien situé à Fives,136842,40,59000,Lille,seloger,2025-10-21T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T3 lumineux à Centre-ville,149166,67,30000,Nîmes,csv_import,2025-08-13T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
Villa bien situé à Pointe-Rouge,556101,157,13001,Marseille,leboncoin,2025-09-24T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
Appartement moderne à Cleunay,177660,69,35000,Rennes,leboncoin,2025-09-06T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Studio calme à Bouffay,64625,22,44000,Nantes,leboncoin,2025-07-02T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
T2 bien situé à Yzeure,108175,50,72000,Le Mans,seloger,2025-11-23T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Appartement moderne à Fourvière,335632,54,69001,Lyon,csv_import,2025-11-23T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
T2 lumineux à Capitole,110054,33,31000,Toulouse,leboncoin,2025-09-13T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
Maison bien situé à Bastide,390503,129,33000,Bordeaux,seloger,2025-11-27T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
T5+ moderne à Esquermes,509121,137,59000,Lille,json_import,2025-09-23T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T1 moderne à Champratel,38166,20,63000,Clermont-Ferrand,csv_import,2025-11-30T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
T1 calme à Part-Dieu,143127,21,69001,Lyon,seloger,2025-07-10T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Loft calme à Panier,76632,29,13001,Marseille,seloger,2025-09-18T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
T5+ lumineux à Esquermes,555065,144,59000,Lille,csv_import,2025-07-13T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
T1 rénové à Croix-Rousse,198663,28,69001,Lyon,insee,2025-10-13T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
T3 rénové à Saint-Marc,128891,63,29200,Brest,seloger,2025-07-21T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
T3 moderne à Centre,256139,56,35000,Rennes,csv_import,2025-07-05T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
T4 rénové à Montferrand,151968,71,63000,Clermont-Ferrand,leboncoin,2025-09-06T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
Maison bien situé à Orangerie,613413,171,67000,Strasbourg,insee,2025-11-03T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
T5+ calme à Fives,249165,92,59000,Lille,csv_import,2025-10-31T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
Duplex rénové à Endoume,268922,60,13001,Marseille,leboncoin,2025-08-07T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
T2 lumineux à Minimes,106707,34,31000,Toulouse,csv_import,2025-07-10T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T5+ bien situé à Brazais,588981,186,35000,Rennes,leboncoin,2025-08-10T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
Loft lumineux à Montferrand,78834,39,63000,Clermont-Ferrand,json_import,2025-07-09T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
Maison moderne à Bouffay,720732,157,44000,Nantes,seloger,2025-08-28T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
Duplex lumineux à Centre,230351,82,49000,Angers,leboncoin,2025-08-18T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
T1 rénové à Fives,103373,34,59000,Lille,leboncoin,2025-07-25T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
T4 calme à Wazemmes,240140,81,59000,Lille,seloger,2025-07-17T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T4 rénové à Vieux-Lille,207147,62,59000,Lille,csv_import,2025-10-03T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
T5+ rénové à Presqu'île,549836,110,69001,Lyon,seloger,2025-08-30T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
T1 rénové à Croix-Rousse,130731,23,69001,Lyon,json_import,2025-07-02T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
Appartement calme à Orangerie,151646,41,67000,Strasbourg,seloger,2025-10-19T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
Studio moderne à Écusson,34643,15,30000,Nîmes,insee,2025-06-03T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
Duplex moderne à Lac de Maine,139167,57,49000,Angers,leboncoin,2025-09-12T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
Maison rénové à Le Corbusier,330832,190,42000,Saint-Étienne,insee,2025-11-24T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
Loft calme à Le Corbusier,95036,39,42000,Saint-Étienne,seloger,2025-07-17T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
Duplex calme à Vieux-Port,175802,43,13001,Marseille,insee,2025-08-07T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
Villa calme à Villeboeuf,270831,130,42000,Saint-Étienne,csv_import,2025-10-30T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T5+ calme à Marsannay,209586,94,21000,Dijon,json_import,2025-07-03T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T1 rénové à Jas de Bouffan,89346,22,13100,Aix-en-Provence,insee,2025-09-12T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
T5+ calme à Yzeure,547642,176,72000,Le Mans,csv_import,2025-11-21T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
T2 moderne à Centre-ville,265551,47,33000,Bordeaux,json_import,2025-08-28T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Appartement calme à Esquermes,121217,35,59000,Lille,csv_import,2025-11-17T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
Maison bien situé à Minimes,571368,173,31000,Toulouse,insee,2025-09-07T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
T4 moderne à Vieux-Lille,222586,66,59000,Lille,leboncoin,2025-10-03T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
Appartement moderne à Centre,107124,40,49000,Angers,leboncoin,2025-08-18T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
Duplex rénové à Grie,221243,95,72000,Le Mans,json_import,2025-11-21T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
T1 rénové à Écusson,113788,35,30000,Nîmes,seloger,2025-08-30T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
T1 rénové à Capitole,107909,19,31000,Toulouse,csv_import,2025-11-16T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
Villa lumineux à Puyricard,578963,161,13100,Aix-en-Provence,insee,2025-09-13T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
Villa lumineux à Wazemmes,455946,131,59000,Lille,seloger,2025-07-22T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T5+ rénové à Wazemmes,601108,172,59000,Lille,leboncoin,2025-11-01T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
T2 calme à Centre-ville,60865,31,29200,Brest,seloger,2025-09-19T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
Loft lumineux à Bastide,468739,96,33000,Bordeaux,insee,2025-09-16T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
T2 rénové à Belle-Beille,160987,50,49000,Angers,leboncoin,2025-11-27T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
Studio moderne à Bastille,113046,26,38000,Grenoble,insee,2025-07-01T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
T3 rénové à Carmes,251112,54,31000,Toulouse,insee,2025-06-24T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
Studio bien situé à Kerichen,34749,18,29200,Brest,leboncoin,2025-06-03T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
T5+ lumineux à Montferrand,340333,194,63000,Clermont-Ferrand,json_import,2025-09-08T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Studio bien situé à Garrigues,73630,26,30000,Nîmes,csv_import,2025-11-17T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T5+ calme à Centre,413193,99,21000,Dijon,csv_import,2025-08-17T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
T2 moderne à Champratel,124006,50,63000,Clermont-Ferrand,csv_import,2025-09-09T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Appartement calme à Neustadt,256782,68,67000,Strasbourg,insee,2025-06-16T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
T3 moderne à Brazais,140181,45,35000,Rennes,insee,2025-09-12T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
Studio bien situé à Wazemmes,107592,34,59000,Lille,json_import,2025-11-20T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
Duplex calme à Le Corbusier,68507,37,42000,Saint-Étienne,csv_import,2025-11-14T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
T5+ calme à Centre-ville,333312,126,30000,Nîmes,json_import,2025-11-04T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
Loft lumineux à Brazais,79895,21,35000,Rennes,insee,2025-07-13T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
T5+ calme à Centre,474097,109,21000,Dijon,csv_import,2025-09-09T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
Loft moderne à Panier,220084,60,13001,Marseille,leboncoin,2025-07-19T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
Appartement bien situé à Bastille,107334,30,38000,Grenoble,json_import,2025-09-23T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Studio calme à Cours Mirabeau,74123,20,13100,Aix-en-Provence,json_import,2025-07-01T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T5+ rénové à Centre-ville,501446,179,30000,Nîmes,csv_import,2025-06-15T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
Villa bien situé à Le Corbusier,284960,178,42000,Saint-Étienne,leboncoin,2025-11-14T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
T2 moderne à Croix-Rousse,172776,42,69001,Lyon,json_import,2025-07-22T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
Studio moderne à Champratel,25906,15,63000,Clermont-Ferrand,seloger,2025-06-29T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
T2 moderne à Saint-Germain,669048,49,75001,Paris,json_import,2025-06-07T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
T1 bien situé à Pointe-Rouge,90722,16,13001,Marseille,csv_import,2025-06-15T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T5+ bien situé à Endoume,753190,190,13001,Marseille,insee,2025-09-04T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
Appartement calme à Centre,414144,99,35000,Rennes,insee,2025-07-21T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
T2 lumineux à Chartrons,146345,37,33000,Bordeaux,seloger,2025-09-05T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
T3 rénové à Brazais,248921,64,35000,Rennes,insee,2025-11-20T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
Studio rénové à Riquier,141864,31,06000,Nice,csv_import,2025-08-11T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
T5+ calme à Panier,301574,86,13001,Marseille,insee,2025-07-27T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
Villa moderne à Graslin,531191,121,44000,Nantes,json_import,2025-06-24T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
T3 lumineux à Celleneuve,157529,54,34000,Montpellier,insee,2025-08-15T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
T3 bien situé à Jacobins,107904,50,72000,Le Mans,csv_import,2025-11-07T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
Studio moderne à Chartrons,157079,30,33000,Bordeaux,seloger,2025-06-04T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T1 rénové à Villeboeuf,49934,19,42000,Saint-Étienne,json_import,2025-07-25T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T5+ rénové à Carmes,593221,171,31000,Toulouse,csv_import,2025-10-06T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
T4 moderne à Champratel,158182,69,63000,Clermont-Ferrand,json_import,2025-07-11T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
T3 lumineux à Puyricard,201035,45,13100,Aix-en-Provence,csv_import,2025-07-14T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
T2 bien situé à Faubourg North,139905,38,21000,Dijon,csv_import,2025-06-20T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
T2 calme à Yzeure,54610,31,72000,Le Mans,csv_import,2025-08-05T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
T4 moderne à Bouffay,272985,80,44000,Nantes,csv_import,2025-06-14T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
T1 calme à Centre,124121,30,35000,Rennes,seloger,2025-07-31T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
Villa lumineux à Lambézellec,194638,86,29200,Brest,json_import,2025-06-14T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
T3 moderne à Cleunay,162964,52,35000,Rennes,json_import,2025-06-16T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
Studio lumineux à Endoume,75034,30,13001,Marseille,insee,2025-06-08T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
T3 calme à Bouffay,171001,46,44000,Nantes,csv_import,2025-11-03T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
Duplex lumineux à Mistral,174759,57,38000,Grenoble,json_import,2025-10-14T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T2 calme à Vieux-Lille,103535,31,59000,Lille,csv_import,2025-06-11T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
T1 calme à Garrigues,77364,25,30000,Nîmes,leboncoin,2025-09-09T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
Studio rénové à Saint-Michel,172860,26,33000,Bordeaux,leboncoin,2025-08-20T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Duplex bien situé à Centre,328291,100,72000,Le Mans,leboncoin,2025-08-26T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
T4 calme à Champratel,225534,84,63000,Clermont-Ferrand,seloger,2025-09-23T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
T4 calme à Montchapet,167950,84,21000,Dijon,json_import,2025-07-04T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
Maison bien situé à Cours Mirabeau,450509,98,13100,Aix-en-Provence,json_import,2025-06-07T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
Maison lumineux à Capitole,583169,108,31000,Toulouse,json_import,2025-11-02T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Maison lumineux à Capitole,477114,90,31000,Toulouse,json_import,2025-07-03T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T4 bien situé à Saint-Laurent,266351,90,38000,Grenoble,leboncoin,2025-06-05T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
Loft lumineux à Centre,420934,87,67000,Strasbourg,csv_import,2025-06-21T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Studio moderne à Belle-Beille,73569,25,49000,Angers,csv_import,2025-09-16T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
Duplex lumineux à Écusson,312854,86,30000,Nîmes,csv_import,2025-07-23T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
T2 bien situé à Centre-ville,70963,33,30000,Nîmes,json_import,2025-06-09T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
T4 calme à Wazemmes,331028,78,59000,Lille,insee,2025-09-04T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
Villa calme à Presqu'île,506272,121,69001,Lyon,seloger,2025-09-05T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
Duplex bien situé à Centre-ville,189451,56,30000,Nîmes,csv_import,2025-06-13T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
T2 lumineux à Cours Mirabeau,223416,49,13100,Aix-en-Provence,leboncoin,2025-08-16T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
T2 bien situé à Centre-ville,78698,31,30000,Nîmes,seloger,2025-08-31T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
T2 moderne à Champratel,86239,43,63000,Clermont-Ferrand,json_import,2025-11-20T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
T1 calme à Bastille,89046,22,38000,Grenoble,seloger,2025-09-22T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T4 lumineux à Jardin Lecoq,123097,68,63000,Clermont-Ferrand,csv_import,2025-06-03T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
Maison lumineux à Bouffay,681409,173,44000,Nantes,insee,2025-07-28T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
T5+ rénové à Presqu'île,566023,97,69001,Lyon,csv_import,2025-06-30T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
Appartement bien situé à Bouffay,320348,94,44000,Nantes,insee,2025-09-16T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
Villa rénové à Lac de Maine,387100,136,49000,Angers,seloger,2025-11-06T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
Maison rénové à Pointe-Rouge,459754,120,13001,Marseille,csv_import,2025-07-14T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T3 lumineux à Centre,183139,67,63000,Clermont-Ferrand,leboncoin,2025-10-29T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
Duplex calme à Celleneuve,182525,43,34000,Montpellier,seloger,2025-11-26T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
Studio calme à Centre,124809,25,38000,Grenoble,seloger,2025-11-08T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
Maison bien situé à Champratel,235237,140,63000,Clermont-Ferrand,leboncoin,2025-07-28T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
Maison rénové à Le Corbusier,246337,119,42000,Saint-Étienne,seloger,2025-10-26T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
T5+ lumineux à Louvre,1632686,139,75001,Paris,json_import,2025-08-28T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
T3 bien situé à Madeleine,306484,58,44000,Nantes,seloger,2025-10-05T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
Studio moderne à Centre,78882,28,72000,Le Mans,seloger,2025-09-25T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
Villa bien situé à Centre-ville,322073,88,33000,Bordeaux,seloger,2025-08-31T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
Maison lumineux à Faubourg North,477734,137,21000,Dijon,seloger,2025-08-09T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T3 bien situé à Libération,249428,49,06000,Nice,seloger,2025-06-09T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T5+ lumineux à Centre,330296,115,63000,Clermont-Ferrand,insee,2025-11-03T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
Maison moderne à Puyricard,401038,98,13100,Aix-en-Provence,leboncoin,2025-09-09T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
Studio rénové à Centre-ville,104233,21,13100,Aix-en-Provence,insee,2025-07-28T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Appartement moderne à Antigone,85724,34,34000,Montpellier,csv_import,2025-09-04T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
Studio lumineux à Graslin,150512,33,44000,Nantes,csv_import,2025-08-11T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
T5+ bien situé à Centre,600792,139,35000,Rennes,json_import,2025-06-30T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
Loft moderne à Centre-ville,183297,33,13100,Aix-en-Provence,insee,2025-07-29T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
T5+ bien situé à Le Corbusier,349794,173,42000,Saint-Étienne,json_import,2025-10-25T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
T3 lumineux à Neustadt,213280,51,67000,Strasbourg,seloger,2025-09-04T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
T5+ moderne à Roseraie,462481,154,49000,Angers,seloger,2025-11-05T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
Loft lumineux à Centre,159126,66,63000,Clermont-Ferrand,json_import,2025-10-06T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
Appartement moderne à Champratel,46707,22,63000,Clermont-Ferrand,insee,2025-07-08T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T2 calme à Lac de Maine,85842,38,49000,Angers,json_import,2025-10-16T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
T1 calme à Wazemmes,124983,35,59000,Lille,csv_import,2025-08-22T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
T1 moderne à Celleneuve,81574,25,34000,Montpellier,json_import,2025-09-07T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Duplex moderne à Pointe-Rouge,352286,98,13001,Marseille,csv_import,2025-06-05T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
Duplex rénové à Bastille,207840,67,38000,Grenoble,csv_import,2025-11-17T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Loft rénové à Presqu'île,552973,95,69001,Lyon,seloger,2025-06-21T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
Duplex rénové à Marsannay,281571,79,21000,Dijon,json_import,2025-06-07T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
Appartement rénové à Libération,369827,64,06000,Nice,csv_import,2025-06-09T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Studio moderne à Krutenau,43156,15,67000,Strasbourg,insee,2025-06-24T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
Loft rénové à Dervallières,177374,36,44000,Nantes,leboncoin,2025-09-18T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
T2 rénové à Saint-Laurent,125998,31,38000,Grenoble,leboncoin,2025-08-04T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Maison rénové à Centre-ville,505004,143,13100,Aix-en-Provence,insee,2025-06-09T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
T1 lumineux à Le Corbusier,36513,24,42000,Saint-Étienne,csv_import,2025-08-26T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
Villa rénové à Saint-Germain,1097961,84,75001,Paris,leboncoin,2025-06-07T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
T1 calme à Endoume,51318,16,13001,Marseille,json_import,2025-06-29T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
Appartement moderne à Riquier,304791,63,06000,Nice,json_import,2025-08-13T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
Maison moderne à Villeboeuf,269103,142,42000,Saint-Étienne,json_import,2025-07-18T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
T5+ bien situé à Pointe-Rouge,731365,161,13001,Marseille,insee,2025-08-30T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
Appartement bien situé à Jacobins,79213,36,72000,Le Mans,leboncoin,2025-11-13T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
Studio calme à Centre-ville,58767,31,30000,Nîmes,csv_import,2025-10-26T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Duplex moderne à Saint-Germain,1820442,99,75001,Paris,json_import,2025-07-12T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T5+ calme à Puyricard,417146,91,13100,Aix-en-Provence,seloger,2025-09-19T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
Studio moderne à Vieux-Port,145152,25,13001,Marseille,json_import,2025-09-24T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
Duplex moderne à Pointe-Rouge,307388,61,13001,Marseille,json_import,2025-08-14T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
T1 calme à Vieux-Port,140005,28,13001,Marseille,csv_import,2025-11-17T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
T4 calme à Croix-Rousse,452583,84,69001,Lyon,insee,2025-11-15T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
Maison rénové à Villejean,430869,165,35000,Rennes,insee,2025-06-21T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T3 moderne à Kerichen,108227,49,29200,Brest,seloger,2025-10-16T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
T2 bien situé à Marais,553628,48,75001,Paris,insee,2025-08-31T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
T5+ calme à Minimes,519133,123,31000,Toulouse,json_import,2025-10-05T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
Maison rénové à Trefilerie,311996,153,42000,Saint-Étienne,seloger,2025-09-26T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
Appartement lumineux à Vieux-Nice,343890,58,06000,Nice,leboncoin,2025-09-24T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
